Year,log_RGDP,FOR1,RES1,STD1,LCI1,UCI1,log_RPCE,FOR2,RES2,STD2,LCI2,UCI2,log_GPDI,FOR3,RES3,STD3,LCI3,UCI3,log_RFGCE,FOR4,RES4,STD4,LCI4,UCI4
01JAN2009,13.157607853,13.161010706,-0.003402853,0.0030100241,13.155111167,13.166910245,12.993471502,12.994578024,-0.001106522,0.002573468,12.989534119,12.999621928,12.294928933,12.327444573,-0.032515639,0.0138928944,12.300215,12.354674145,12.482945008,12.483804926,-0.000859919,0.0034819476,12.476980434,12.490629418
01APR2009,13.157021349,13.15585298,0.0011683686,0.0030100241,13.149953441,13.161752519,12.991509604,12.992386779,-0.000877175,0.002573468,12.987342874,12.997430683,12.261476989,12.278020184,-0.016543195,0.0138928944,12.250790611,12.305249756,12.490800952,12.485748075,0.0050528767,0.0034819476,12.478923583,12.492572567
01JUL2009,13.158437884,13.155273057,0.0031648268,0.0030100241,13.149373518,13.161172596,12.994136709,12.992182698,0.0019540111,0.002573468,12.987138793,12.997226603,12.25197871,12.240706622,0.011272088,0.0138928944,12.213477049,12.267936195,12.493179121,12.493944539,-0.000765419,0.0034819476,12.487120047,12.500769031
01OCT2009,13.162621154,13.160435899,0.0021852546,0.0030100241,13.15453636,13.166335438,12.994088285,12.995426517,-0.001338232,0.002573468,12.990382613,13.000470422,12.28510703,12.257917506,0.0271895237,0.0138928944,12.230687933,12.285147079,12.492313296,12.49388219,-0.001568893,0.0034819476,12.487057698,12.500706682
01JAN2010,13.164495614,13.164846125,-0.000350511,0.0030100241,13.158946586,13.170745664,12.996410967,12.994295154,0.0021158129,0.002573468,12.98925125,12.999339059,12.298743943,12.296695649,0.002048294,0.0138928944,12.269466077,12.323925222,12.489156614,12.493450187,-0.004293573,0.0034819476,12.486625695,12.500274679
01APR2010,13.168671284,13.16691367,0.0017576147,0.0030100241,13.161014131,13.172813209,12.999930507,12.998346406,0.0015841011,0.002573468,12.993302502,13.003390311,12.320706974,12.307801896,0.0129050787,0.0138928944,12.280572323,12.335031468,12.492229415,12.490041512,0.0021879039,0.0034819476,12.48321702,12.496866003
01JUL2010,13.171594829,13.171262749,0.0003320807,0.0030100241,13.16536321,13.177162287,13.002731788,13.002810439,-0.000078651,0.002573468,12.997766535,13.007854344,12.335377654,12.33215882,0.0032188342,0.0138928944,12.304929247,12.359388393,12.49185175,12.493200114,-0.001348364,0.0034819476,12.486375622,12.500024606
01OCT2010,13.174321527,13.173312905,0.001008622,0.0030100241,13.167413366,13.179212444,13.007154377,13.005330679,0.0018236988,0.002573468,13.000286774,13.010374583,12.333749462,12.339813098,-0.006063635,0.0138928944,12.312583525,12.36704267,12.48735052,12.492099774,-0.004749254,0.0034819476,12.485275282,12.498924266
01JAN2011,13.172640872,13.176798072,-0.0041572,0.0030100241,13.170898533,13.182697611,13.009327644,13.010889401,-0.001561757,0.002573468,13.005845497,13.015933306,12.327052265,12.341860486,-0.014808221,0.0138928944,12.314630913,12.369090059,12.478883804,12.486332659,-0.007448855,0.0034819476,12.479508167,12.493157151
01APR2011,13.175790044,13.176118614,-0.00032857,0.0030100241,13.170219075,13.182018153,13.010202399,13.013326385,-0.003123986,0.002573468,13.008282481,13.01837029,12.344922536,12.334862174,0.0100603623,0.0138928944,12.307632601,12.362091746,12.478422188,12.479815608,-0.00139342,0.0034819476,12.472991116,12.486640099
01JUL2011,13.176701737,13.178223956,-0.001522218,0.0030100241,13.172324417,13.184123495,13.012086047,13.012975955,-0.000889908,0.002573468,13.007932051,13.01801986,12.34795417,12.348155188,-0.000201018,0.0138928944,12.320925616,12.375384761,12.475671188,12.478278511,-0.002607323,0.0034819476,12.471454019,12.485103003
01OCT2011,13.181566351,13.179944804,0.0016215466,0.0030100241,13.174045266,13.185844343,13.013545011,13.013981839,-0.000436827,0.002573468,13.008937934,13.019025743,12.379341783,12.364132753,0.0152090296,0.0138928944,12.336903181,12.391362326,12.473968441,12.473141075,0.0008273664,0.0034819476,12.466316583,12.479965567
01JAN2012,13.184435888,13.182996422,0.0014394664,0.0030100241,13.177096883,13.188895961,13.016155512,13.015682435,0.0004730769,0.002573468,13.010638531,13.02072634,12.391076318,12.389942435,0.0011338826,0.0138928944,12.362712863,12.417172008,12.47183424,12.471419659,0.0004145808,0.0034819476,12.464595168,12.478244151
01APR2012,13.186459069,13.185934807,0.0005242615,0.0030100241,13.180035269,13.191834346,13.016891335,13.018049004,-0.001157669,0.002573468,13.0130051,13.023092909,12.403943698,12.398409196,0.0055345021,0.0138928944,12.371179624,12.425638769,12.469733676,12.470577471,-0.000843795,0.0034819476,12.463752979,12.477401963
01JUL2012,13.186978925,13.187416603,-0.000437678,0.0030100241,13.181517064,13.193316142,13.018038569,13.019071461,-0.001032892,0.002573468,13.014027557,13.024115366,12.403103355,12.407178521,-0.004075166,0.0138928944,12.379948948,12.434408094,12.468480257,12.46816575,0.0003145078,0.0034819476,12.461341258,12.474990241
01OCT2012,13.18707774,13.187607823,-0.000530083,0.0030100241,13.181708285,13.193507362,13.01924926,13.019692119,-0.000442859,0.002573468,13.014648215,13.024736024,12.401624524,12.402086762,-0.000462238,0.0138928944,12.374857189,12.429316335,12.46423611,12.46796218,-0.00372607,0.0034819476,12.461137688,12.474786672
01JAN2013,13.189130826,13.18866568,0.0004651467,0.0030100241,13.182766141,13.194565218,13.021941425,13.020866177,0.0010752479,0.002573468,13.015822272,13.025910081,12.411333449,12.407452069,0.0038813792,0.0138928944,12.380222497,12.434681642,12.459211494,12.463524228,-0.004312734,0.0034819476,12.456699736,12.47034872
01APR2013,13.190337302,13.191656929,-0.001319627,0.0030100241,13.18575739,13.197556468,13.023429435,13.024236505,-0.00080707,0.002573468,13.0191926,13.029280409,12.418367591,12.422166917,-0.003799326,0.0138928944,12.394937344,12.449396489,12.456988177,12.458678643,-0.001690465,0.0034819476,12.451854151,12.465503134
01JUL2013,13.193525301,13.193047228,0.0004780729,0.0030100241,13.187147689,13.198946767,13.025260795,13.025797188,-0.000536393,0.002573468,13.020753283,13.030841092,12.433209609,12.42783322,0.0053763888,0.0138928944,12.400603647,12.455062793,12.454555234,12.455790171,-0.001234937,0.0034819476,12.448965679,12.462614663
01OCT2013,13.197597546,13.195723099,0.0018744474,0.0030100241,13.18982356,13.201622638,13.028993955,13.027643348,0.0013506072,0.002573468,13.022599444,13.032687253,12.439316901,12.442544222,-0.003227321,0.0138928944,12.415314649,12.469773794,12.451556183,12.452281174,-0.000724991,0.0034819476,12.445456682,12.459105666
01JAN2014,13.196587892,13.200065813,-0.00347792,0.0030100241,13.194166274,13.205965351,13.030385153,13.031194314,-0.000809162,0.002573468,13.02615041,13.036238219,12.439506377,12.452564672,-0.013058295,0.0138928944,12.425335099,12.479794245,12.451540829,12.449091771,0.0024490572,0.0034819476,12.442267279,12.455916263
01APR2014,13.201438094,13.199450508,0.0019875856,0.0030100241,13.193550969,13.205350047,13.034480057,13.033322865,0.0011571927,0.002573468,13.02827896,13.038366769,12.453562944,12.447038039,0.0065249053,0.0138928944,12.419808466,12.474267612,12.452782788,12.45131517,0.0014676183,0.0034819476,12.444490678,12.458139661
01JUL2014,13.205983445,13.204540619,0.0014428263,0.0030100241,13.19864108,13.210440158,13.038166956,13.0366166,0.0015503565,0.002573468,13.031572695,13.041660504,12.463922836,12.464202211,-0.000279375,0.0138928944,12.436972638,12.491431784,12.454722936,12.452895909,0.0018270267,0.0034819476,12.446071417,12.459720401
01OCT2014,13.208210173,13.209312342,-0.001102169,0.0030100241,13.203412803,13.215211881,13.042705427,13.041184405,0.0015210221,0.002573468,13.0361405,13.046228309,12.46793352,12.476974451,-0.009040931,0.0138928944,12.449744878,12.504204024,12.453165393,12.454823309,-0.001657916,0.0034819476,12.447998817,12.461647801
01JAN2015,13.208906039,13.211840685,-0.002934646,0.0030100241,13.205941146,13.217740224,13.044586793,13.046871929,-0.002285135,0.002573468,13.041828024,13.051915833,12.476527313,12.479094882,-0.002567569,0.0138928944,12.451865309,12.506324455,12.453088899,12.453176648,-0.00008775,0.0034819476,12.446352156,12.46000114
01APR2015,13.213081916,13.212235066,0.0008468498,0.0030100241,13.206335527,13.218134605,13.048399071,13.047761712,0.0006373588,0.002573468,13.042717808,13.052805617,12.480797157,12.482721258,-0.0019241,0.0138928944,12.455491685,12.50995083,12.455895039,12.455404472,0.0004905667,0.0034819476,12.448579981,12.462228964
01JUL2015,13.215214429,13.216045294,-0.000830865,0.0030100241,13.210145755,13.221944833,13.051630948,13.051622726,8.2222637E-6,0.002573468,13.046578821,13.05666663,12.481528619,12.486492142,-0.004963523,0.0138928944,12.459262569,12.513721714,12.457836498,12.457014351,0.0008221469,0.0034819476,12.450189859,12.463838843
01OCT2015,13.21670942,13.21838461,-0.00167519,0.0030100241,13.212485071,13.224284149,13.054256741,13.055262425,-0.001005684,0.002573468,13.05021852,13.060306329,12.481528619,12.491175578,-0.009646959,0.0138928944,12.463946005,12.518405151,12.457972681,12.458387523,-0.000414842,0.0034819476,12.451563031,12.465212015
01JAN2016,,13.219128759,,0.0030100241,13.21322922,13.225028298,,13.057361305,,0.002573468,13.052317401,13.06240521,,12.484296995,,0.0138928944,12.457067423,12.511526568,,12.458931309,,0.0034819476,12.452106817,12.4657558
01APR2016,,13.222375412,,0.0047855379,13.21299593,13.231754893,,13.06045035,,0.0040580978,13.052496624,13.068404075,,12.491398097,,0.0227646574,12.446780188,12.536016006,,12.461088822,,0.0051249645,12.451044076,12.471133568
01JUL2016,,13.225448198,,0.0065580319,13.212594692,13.238301704,,13.063566347,,0.0055115365,13.052763934,13.07436876,,12.499010672,,0.030801482,12.438640876,12.559380467,,12.46241318,,0.0065078681,12.449657993,12.475168367
01OCT2016,,13.228379319,,0.0081364755,13.21243212,13.244326518,,13.066618417,,0.0071117988,13.052679547,13.080557286,,12.506979351,,0.0370724002,12.434318781,12.57963992,,12.463157248,,0.0079924406,12.447492353,12.478822144
01JAN2017,,13.231167959,,0.0097431824,13.212071672,13.250264245,,13.06964571,,0.0085949228,13.052799971,13.086491449,,12.514122113,,0.0435072389,12.428849492,12.599394734,,12.464314512,,0.0097772999,12.445151357,12.483477668
01APR2017,,13.233915444,,0.0111781925,13.212006589,13.255824299,,13.072709832,,0.0099788642,13.053151617,13.092268046,,12.52023714,,0.0491180006,12.423967628,12.616506652,,12.465808584,,0.0114449536,12.443376887,12.488240281
01JUL2017,,13.236676919,,0.012536392,13.212106042,13.261247795,,13.075753674,,0.0112748659,13.053655343,13.097852005,,12.526582152,,0.0543985663,12.419962921,12.633201382,,12.467083537,,0.0130406346,12.441524363,12.492642711
01OCT2017,,13.239402621,,0.0138082402,13.212338967,13.266466274,,13.07881281,,0.0124973854,13.054318385,13.103307235,,12.532931404,,0.0595793571,12.41615801,12.649704799,,12.468308782,,0.0145819979,12.439728591,12.496888972
01JAN2018,,13.242137401,,0.0149745869,13.21278775,13.271487052,,13.081929487,,0.0136435089,13.055188701,13.108670273,,12.539126228,,0.0644002101,12.412904136,12.665348321,,12.469637103,,0.0161300914,12.438022704,12.501251501
01APR2018,,13.244953978,,0.0160800616,13.213437637,13.27647032,,13.085068214,,0.0147211666,13.056215258,13.11392117,,12.545589682,,0.069009314,12.410333912,12.680845452,,12.471015136,,0.0176321157,12.436456824,12.505573448
01JUL2018,,13.247790884,,0.0171267605,13.214223051,13.281358718,,13.088217869,,0.0157376284,13.057372684,13.119063054,,12.552172222,,0.0734071026,12.408296945,12.6960475,,12.472359955,,0.0190713246,12.434980846,12.509739064
01OCT2018,,13.250626325,,0.0181086395,13.215134044,13.286118606,,13.091395686,,0.0167012359,13.058661866,13.124129507,,12.558745782,,0.0775661316,12.406718958,12.710772606,,12.473688236,,0.0204629301,12.43358163,12.513794842
